ID  ? t  f
19978 1 3 2
19979 0 1 4
19980 1 5 0
19981 1 5 0
19982 0 1 4
19983 0 2 3
19984 0 1 5
19985 0 1 4
19986 1 5 0
19987 1 5 0
19988 1 5 0
19989 1 5 0
19990 0 1 4
19991 1 6 0
19992 1 5 0
19993 1 5 0
19994 1 5 0
19995 1 5 0
19996 0 2 3
19997 1 6 0
19998 0 0 5
19999 0 2 3
20000 0 0 5
20001 0 1 4
20002 1 5 0
20003 1 3 2
20004 1 5 0
20005 0 1 4
20006 1 5 0
20007 0 1 4
20008 0 1 4
20009 0 1 4
20010 0 0 5
20011 0 0 5
20012 0 1 4
20013 0 2 3
20014 1 5 0
20015 1 5 0
20016 1 6 0
20017 0 1 4
20018 0 0 5
20019 0 0 6
20020 1 5 0
20021 1 5 0
20022 1 4 1
20023 1 5 0
20024 0 2 3
20025 1 5 0
20026 0 0 5
20027 1 5 0
20028 1 4 1
20029 1 5 0
20030 0 0 5
20031 0 0 5
20032 1 5 0
20033 1 3 2
20034 0 0 5
20035 1 5 0
20036 1 5 0
20037 1 5 0
20038 1 6 0
20039 1 5 0
20040 0 1 4
20041 0 1 4
20042 0 0 5
20043 0 0 5
20044 1 3 2
20045 1 4 1
20046 1 5 0
20047 1 3 2
20048 1 5 0
20049 1 5 0
20050 1 5 0
20051 0 1 5
20052 1 6 0
20053 1 5 0
20054 1 4 1
20055 1 5 0
20056 1 5 0
20057 1 5 0
20058 1 5 0
20059 1 5 0
20060 1 3 2
20061 1 6 0
20062 1 5 0
20063 1 3 2
20064 1 5 0
20065 1 4 1
20066 0 0 5
20067 1 5 0
20068 1 3 2
20069 1 5 0
20070 1 5 0
20071 1 5 0
20072 0 0 5
20073 1 5 0
20074 1 5 0
20075 1 5 0
20076 0 0 5
20077 1 6 0
20078 1 5 0
20079 1 5 0
20080 0 0 5
20081 0 1 4
20082 1 5 0
20083 1 4 1
20084 1 5 0
20085 0 0 5
20086 1 5 0
20087 0 1 4
20088 1 5 0
20089 1 3 2
20090 1 4 1
20091 1 5 0
20092 1 4 1
20093 1 5 0
20094 1 5 0
20095 0 0 6
20096 0 2 3
20097 1 5 0
20098 1 3 2
20099 1 5 0
20100 1 5 0
20101 1 5 0
20102 1 5 0
20103 1 5 0
20104 0 1 4
20105 0 0 5
20106 0 0 5
20107 1 5 0
20108 0 0 5
20109 1 5 0
20110 1 5 0
20111 1 5 0
20112 1 5 0
20113 1 5 0
20114 0 1 4
20115 1 6 0
20116 0 0 5
20117 1 5 0
20118 0 1 4
20119 0 2 3
20120 0 2 3
20121 1 5 0
20122 1 5 0
20123 0 0 5
20124 0 0 5
20125 0 0 5
20126 0 0 5
20127 0 1 4
20128 0 1 4
20129 0 0 5
20130 1 5 0
20131 0 0 5
20132 1 5 0
20133 1 3 2
20134 1 5 0
20135 1 5 0
20136 1 5 0
20137 1 5 0
20138 1 3 2
20139 1 5 0
20140 0 1 4
20141 1 6 0
20142 0 1 5
20143 1 5 0
20144 1 5 0
20145 0 0 5
20146 1 5 0
20147 1 5 0
20148 1 5 0
20149 1 5 0
20150 1 5 0
20151 1 5 0
20152 1 5 0
20153 0 2 3
20154 1 4 1
20155 1 5 0
20156 1 5 0
20157 1 6 0
20158 1 6 0
20159 1 3 2
20160 1 5 0
20161 1 5 0
20162 1 5 0
20163 0 0 5
20164 0 2 4
20165 0 0 5
20166 0 1 4
20167 0 0 5
20168 0 1 4
20169 1 5 0
20170 1 5 0
20171 0 0 5
20172 0 0 5
20173 0 2 3
20174 0 0 5
20175 1 6 0
20176 1 5 0
20177 0 0 5
20178 0 1 4
20179 0 2 3
20180 0 0 5
20181 1 6 0
20182 1 5 0
20183 0 1 4
20184 0 0 5
20185 1 5 0
20186 1 3 2
20187 0 1 4
20188 0 0 5
20189 1 5 0
20190 1 5 0
20191 0 0 5
20192 1 5 0
20193 1 6 0
20194 1 5 0
20195 1 5 0
20196 0 0 6
20197 0 0 5
20198 1 5 0
20199 1 5 0
20200 0 1 4
20201 1 4 1
20202 1 5 0
20203 1 5 0
20204 1 5 0
20205 1 4 1
20206 1 4 2
20207 1 5 0
20208 0 1 4
20209 1 5 0
20210 1 3 2
20211 1 3 2
20212 1 4 1
20213 1 4 1
20214 1 5 0
20215 0 0 5
20216 1 6 0
20217 1 5 0
20218 1 5 0
20219 1 5 0
20220 1 5 0
20221 1 5 0
20222 1 5 0
20223 1 5 0
20224 1 5 0
20225 0 1 4
20226 0 0 5
20227 0 2 3
20228 1 5 0
20229 0 0 5
20230 1 5 0
20231 1 5 0
20232 1 5 0
20233 1 4 1
20234 1 5 0
20235 1 5 0
20236 1 6 0
20237 0 2 3
20238 1 5 0
20239 1 5 0
20240 1 5 0
20241 1 5 0
20242 1 5 0
20243 1 5 0
20244 1 5 0
20245 1 5 0
20246 1 5 0
20247 0 2 3
20248 0 1 4
20249 1 6 0
20250 0 0 5
20251 1 5 0
20252 1 5 0
20253 1 5 0
20254 0 2 3
20255 1 5 0
20256 0 2 3
20257 1 5 0
20258 1 3 2
20259 1 6 0
20260 1 5 0
20261 0 0 5
20262 1 5 0
20263 0 2 4
20264 0 0 5
20265 1 5 0
20266 0 2 3
20267 1 5 0
20268 1 5 0
20269 1 5 0
20270 0 0 5
20271 1 5 0
20272 1 5 0
20273 1 5 0
20274 1 5 0
20275 1 5 0
20276 1 5 0
20277 1 5 0
20278 1 3 2
20279 0 0 5
20280 0 0 5
20281 1 5 0
20282 1 5 0
20283 1 5 0
20284 1 5 0
20285 0.5 3 3
20286 1 5 0
20287 1 5 0
20288 1 5 0
20289 1 5 0
20290 1 3 2
20291 0 0 5
20292 1 6 0
20293 0 0 5
20294 0 2 3
20295 1 5 0
20296 1 5 0
20297 1 3 2
20298 0 2 3
20299 0 0 5
20300 1 5 2
20301 1 5 0
20302 0 0 5
20303 1 3 2
20304 1 3 2
20305 1 5 0
20306 1 5 0
20307 0 0 5
20308 1 5 0
20309 1 5 0
20310 1 5 0
20311 0 0 5
20312 1 6 0
20313 0 0 5
20314 1 5 0
20315 0 2 3
20316 1 5 0
20317 0 1 4
20318 1 5 0
20319 0 1 4
20320 1 5 0
20321 0 1 4
20322 1 5 0
20323 1 5 0
20324 1 5 0
20325 0 1 4
20326 1 6 0
20327 0 2 3
20328 1 6 0
20329 1 5 0
20330 0 0 5
20331 1 5 0
20332 1 5 0
20333 0 0 6
20334 0 0 5
20335 1 5 0
20336 1 5 0
20337 0 0 5
20338 0 1 4
20339 0 0 5
20340 1 5 1
20341 1 5 0
20342 1 5 0
20343 1 5 0
20344 1 5 0
20345 1 5 0
20346 1 5 0
20347 1 5 0
20348 0 0 5
20349 1 5 0
20350 0 1 4
20351 1 5 0
20352 1 5 0
20353 1 5 0
20354 1 5 0
20355 1 5 0
20356 1 5 0
20357 1 5 0
20358 0 0 5
20359 1 5 0
20360 1 6 0
20361 1 5 0
20362 1 3 2
20363 1 5 0
20364 0 2 3
20365 0 0 5
20366 0 0 5
20367 1 5 0
20368 1 5 0
20369 1 5 0
20370 1 5 0
20371 1 4 1
20372 1 5 0
20373 0 1 4
20374 1 5 0
20375 1 5 0
20376 1 5 0
20377 1 5 0
20378 1 5 0
20379 0 0 5
20380 1 5 0
20381 1 5 0
20382 1 3 2
20383 1 5 0
20384 1 5 0
20385 1 5 0
20386 1 5 0
20387 1 5 0
20388 1 4 1
20389 1 5 0
20390 0 0 5
20391 1 7 0
20392 1 3 2
20393 1 5 0
20394 1 5 0
20395 0 0 5
20396 1 5 0
20397 1 5 0
20398 1 5 0
20399 0 1 4
20400 0 0 5
20401 1 5 0
20402 0 0 5
20403 1 5 0
20404 0 2 3
20405 1 4 1
20406 1 5 0
20407 1 5 0
20408 0 2 3
20409 1 4 1
20410 1 5 0
20411 1 6 0
20412 1 3 2
20413 1 5 0
20414 0 1 4
20415 1 3 2
20416 0 1 4
20417 1 5 0
20418 1 5 0
20419 0 0 5
20420 1 6 0
20421 1 5 0
20422 1 5 0
20423 0 1 4
20424 0 2 3
20425 1 5 0
20426 1 5 0
20427 1 5 0
20428 0 2 3
20429 0 1 4
20430 0 0 5
20431 1 5 0
20432 1 4 0
20433 0.5 3 3
20434 1 4 0
20435 0 1 4
20436 1 5 0
20437 0 0 5
20438 1 5 0
20439 1 5 0
20440 1 5 0
20441 1 6 0
20442 0 0 5
20443 0 1 4
20444 1 5 0
20445 0 1 4
20446 0 0 5
20447 1 5 0
20448 1 5 0
20449 0 0 4
20450 1 5 0
20451 1 5 0
20452 1 5 0
20453 1 5 0
20454 0 1 4
20455 1 4 1
20456 0 1 4
20457 0 1 4
20458 0 0 5
20459 1 5 0
20460 1 5 0
20461 1 5 0
20462 0 0 5
20463 0 0 5
20464 1 5 0
20465 1 5 0
20466 1 5 0
20467 0 1 5
20468 1 5 0
20469 1 5 0
20470 0 0 5
20471 0 0 5
20472 0 1 4
20473 0 1 4
20474 0 1 4
20475 1 5 0
20476 0 1 4
20477 0 2 4
20478 0 2 3
20479 1 5 0
20480 1 5 0
20481 0 1 4
20482 1 5 0
20483 0 2 3
20484 0 1 4
20485 0 0 6
20486 1 3 2
20487 1 4 1
20488 1 5 0
20489 1 5 0
20490 0 0 6
20491 1 5 0
20492 1 5 0
20493 1 5 0
20494 1 5 0
20495 1 6 0
20496 1 5 0
20497 1 5 0
20498 1 5 0
20499 0 2 3
20500 1 5 0
20501 1 5 0
20502 1 5 0
20503 0 1 4
20504 1 5 0
20505 1 5 0
20506 1 5 0
20507 1 5 0
20508 1 5 0
20509 0 1 4
20510 1 5 0
20511 0 0 6
20512 0 0 6
20513 1 5 0
20514 0 2 5
20515 1 5 0
20516 1 5 0
20517 0 1 4
20518 1 5 0
20519 1 5 0
20520 0 0 5
20521 1 5 0
20522 0 0 5
20523 0 0 5
20524 1 5 0
20525 1 6 0
20526 1 5 0
20527 1 4 1
20528 1 5 0
20529 1 4 2
20530 0 1 3
20531 1 6 0
20532 0 0 5
20533 0 2 3
20534 1 5 0
20535 1 5 0
20536 1 5 0
20537 0 1 4
20538 1 5 0
20539 1 5 0
20540 0 2 3
20541 1 5 0
20542 0 1 4
20543 1 5 0
20544 0 0 4
20545 0 0 5
20546 1 3 2
20547 1 5 0
20548 1 5 0
20549 1 5 0
20550 0 1 4
20551 0 0 5
20552 1 4 1
20553 1 5 0
20554 1 5 0
20555 0 1 4
20556 1 5 0
20557 0 2 3
20558 1 5 0
20559 0 2 3
20560 1 5 0
20561 0 0 5
20562 0 0 5
20563 1 3 2
20564 1 5 0
20565 1 5 0
20566 1 5 0
20567 0 0 5
20568 1 5 0
20569 0 2 3
20570 1 5 0
20571 1 5 0
20572 1 5 0
20573 0 1 4
20574 1 3 2
20575 1 5 0
20576 1 5 0
20577 1 5 0
20578 1 5 0
20579 0 1 4
20580 1 5 0
20581 0 1 4
20582 0 0 5
20583 1 5 0
20584 1 5 0
20585 1 5 0
20586 0 0 5
20587 0 2 3
20588 1 5 0
20589 1 5 0
20590 1 5 0
20591 1 5 0
20592 0 1 5
20593 1 5 0
20594 1 5 0
20595 0 0 5
20596 1 5 0
20597 1 5 0
20598 1 3 2
20599 1 5 0
20600 1 3 2
20601 1 5 0
20602 0 0 4
20603 1 5 0
20604 1 5 0
20605 1 5 0
20606 0 0 5
20607 0 0 5
20608 0 0 5
20609 1 5 0
20610 1 5 0
20611 0 0 5
20612 1 5 0
20613 1 5 0
20614 1 5 0
20615 0 1 4
20616 0 1 4
20617 0 1 5
20618 1 5 0
20619 0 1 4
20620 0 2 4
20621 1 5 0
20622 0 1 4
20623 1 5 0
20624 0 0 5
20625 1 4 1
20626 0 1 4
20627 0 0 5
20628 0 1 4
20629 0 1 4
20630 1 5 0
20631 1 3 2
20632 0 0 5
20633 0 1 4
20634 1 3 2
20635 1 5 0
20636 0 0 5
20637 0 0 5
20638 1 5 0
20639 0 0 5
20640 1 5 0
20641 0 0 5
20642 1 5 0
20643 0 0 5
20644 1 5 0
20645 0 1 4
20646 1 5 0
20647 1 5 0
20648 0 1 4
20649 1 5 0
20650 0 1 4
20651 1 6 0
20652 1 6 0
20653 0 1 4
20654 0 0 5
20655 1 5 0
20656 0 0 5
20657 0 0 5
20658 1 5 0
20659 1 4 1
20660 1 5 0
20661 0 0 5
20662 1 5 0
20663 1 5 0
20664 0 0 5
20665 1 5 0
20666 0 0 5
20667 1 5 0
20668 1 3 2
20669 1 5 0
20670 1 5 0
20671 1 5 0
20672 0 1 4
20673 0 1 4
20674 1 5 0
20675 0 1 4
20676 1 5 0
20677 1 5 0
20678 1 6 0
20679 1 5 0
20680 0 0 5
20681 1 4 1
20682 0 0 5
20683 0 2 3
20684 0 2 4
20685 1 5 0
20686 1 6 0
20687 1 4 1
20688 1 3 2
20689 1 5 0
20690 0 0 5
20691 1 5 0
20692 1 6 0
20693 1 5 0
20694 1 5 0
20695 1 5 0
20696 1 5 0
20697 1 5 0
20698 1 5 0
20699 1 5 0
20700 1 5 0
20701 0 0 4
20702 1 5 0
20703 1 5 0
20704 1 5 0
20705 0 0 5
20706 1 4 2
20707 1 5 0
20708 0 1 4
20709 1 5 0
20710 1 5 0
20711 1 5 0
20712 0 0 5
20713 0 1 4
20714 1 5 0
20715 1 4 1
20716 1 5 0
20717 0 0 5
20718 0 0 5
20719 1 5 0
20720 0 0 5
20721 1 5 0
20722 0 0 5
20723 1 5 0
20724 1 6 0
20725 1 5 0
20726 1 5 0
20727 0 0 5
20728 1 6 0
20729 0 0 5
20730 1 5 0
20731 1 5 0
20732 1 5 0
20733 1 5 0
20734 1 5 0
20735 1 5 0
20736 1 5 0
20737 1 5 0
20738 1 5 0
20739 0 0 5
20740 0 0 5
20741 0 0 5
20742 1 5 0
20743 1 5 0
20744 0 1 4
20745 0 0 5
20746 0 1 4
20747 0 0 5
20748 1 3 2
20749 0 0 5
20750 0 0 5
20751 1 4 1
20752 0 1 4
20753 1 5 0
20754 1 4 2
20755 1 5 0
20756 1 4 2
20757 1 5 0
20758 1 5 0
20759 1 5 0
20760 1 5 0
20761 1 5 0
20762 1 3 2
20763 1 5 0
20764 1 5 0
20765 1 6 0
20766 0 0 5
20767 1 3 2
20768 1 5 1
20769 1 5 0
20770 0 0 6
20771 0 0 5
20772 1 5 0
20773 1 6 0
20774 1 5 0
20775 1 5 0
20776 0 0 5
20777 1 5 0
20778 1 5 0
20779 0 1 4
20780 1 3 2
20781 0 0 5
20782 1 3 2
20783 1 5 0
20784 0 2 3
20785 0 2 3
20786 0 0 5
20787 1 3 2
20788 1 5 0
20789 1 5 0
20790 1 5 0
20791 0 0 5
20792 1 6 0
20793 1 4 1
20794 0 0 5
20795 1 5 0
20796 1 5 0
20797 1 6 0
20798 0 1 4
20799 0 1 4
20800 0 0 5
20801 0 0 5
20802 0 0 6
20803 0 0 5
20804 0.5 3 3
20805 1 5 0
20806 0 1 4
20807 1 4 1
20808 1 5 0
20809 1 3 2
20810 1 5 0
20811 1 5 0
20812 1 5 0
20813 0 0 5
20814 1 5 0
20815 1 5 0
20816 1 5 0
20817 1 5 0
20818 1 5 0
20819 0 2 3
20820 1 5 0
20821 1 3 2
20822 1 5 0
20823 1 5 0
20824 1 3 2
20825 1 5 0
20826 1 5 0
20827 1 5 0
20828 1 6 0
20829 1 5 0
20830 1 5 1
20831 1 6 0
20832 1 3 2
20833 1 5 1
20834 0 0 5
20835 1 5 0
20836 1 5 0
20837 0 0 5
20838 1 5 0
20839 1 5 0
20840 1 4 1
20841 1 5 0
20842 0 2 3
20843 1 5 0
20844 1 5 0
20845 1 5 0
20846 1 5 0
20847 1 5 0
20848 1 5 0
20849 0 0 5
20850 0 1 4
20851 1 5 0
20852 1 5 0
20853 1 5 0
20854 0 1 4
20855 1 5 0
20856 1 5 0
20857 0 2 3
20858 1 5 0
20859 0 2 3
20860 1 3 2
20861 1 5 0
20862 0 1 4
20863 0 1 4
20864 0 0 5
20865 1 5 0
20866 1 5 0
20867 1 5 0
20868 1 5 0
20869 1 5 0
20870 1 5 0
20871 1 5 0
20872 1 5 0
20873 1 5 0
20874 1 6 0
20875 0 0 5
20876 0 2 3
20877 0 2 3
20878 1 5 0
20879 1 5 0
20880 1 6 0
20881 1 4 1
20882 1 3 2
20883 0 0 5
20884 1 5 0
20885 1 5 0
20886 0 0 5
20887 1 4 0
20888 0 1 4
20889 0 0 5
20890 0 0 4
20891 0 0 5
20892 0 0 5
20893 0 0 5
20894 1 3 2
20895 0 0 5
20896 1 6 0
20897 1 5 0
20898 1 4 1
20899 1 6 0
20900 1 6 0
20901 0 0 5
20902 0 0 5
20903 0 0 5
20904 0 0 5
20905 0 0 5
20906 1 5 0
20907 0 1 4
20908 0 1 4
20909 0 2 3
20910 1 5 0
20911 0 1 4
20912 1 5 0
20913 1 5 0
20914 0 2 3
20915 1 5 0
20916 1 5 0
20917 1 3 2
20918 1 3 2
20919 1 5 0
20920 0 0 5
20921 0 0 5
20922 1 5 0
20923 1 5 0
20924 1 5 0
20925 0 1 4
20926 1 6 0
20927 0 0 5
20928 0 0 5
20929 1 4 1
20930 1 3 2
20931 1 4 2
20932 1 5 0
20933 0 0 5
20934 1 5 0
20935 1 4 1
20936 1 5 0
20937 0 0 5
20938 0 0 5
20939 1 5 0
20940 1 5 0
20941 1 5 0
20942 1 6 0
20943 0 1 4
20944 0 1 4
20945 0 0 6
20946 0 0 5
20947 1 5 0
20948 1 5 0
20949 1 5 0
20950 1 5 0
20951 0 1 4
20952 0 1 4
20953 1 4 1
20954 1 4 1
20955 1 5 0
20956 1 5 0
20957 1 5 0
20958 1 5 0
20959 1 5 0
20960 1 5 0
20961 1 5 0
20962 1 5 0
20963 0 1 4
20964 0 1 4
20965 0 0 5
20966 0 1 4
20967 1 5 0
20968 0 1 4
20969 1 5 0
20970 0 0 5
20971 1 5 0
20972 1 4 1
20973 0 1 4
20974 1 5 0
20975 1 5 0
20976 1 5 0
20977 1 5 0
20978 1 5 0
20979 1 6 0
20980 1 6 0
20981 1 6 0
20982 1 5 0
20983 1 5 0
20984 1 5 0
20985 1 5 0
20986 0 1 4
20987 1 6 0
20988 0 0 7
20989 0 1 4
20990 1 5 1
20991 1 3 2
20992 0 1 4
20993 0 2 3
20994 0 1 4
20995 1 5 0
20996 1 4 1
20997 0 2 3
20998 1 5 0
20999 1 3 2
21000 0 2 3
21001 1 5 0
21002 0 0 5
21003 0 0 5
21004 1 3 1
21005 1 5 0
21006 0 2 3
21007 1 5 0
21008 0 0 5
21009 0 1 4
21010 0 1 4
21011 1 3 2
21012 1 5 0
21013 1 5 0
21014 0 0 5
21015 1 5 0
21016 0 2 3
21017 1 5 0
21018 1 5 0
21019 0 1 4
21020 1 5 0
21021 1 5 0
21022 1 3 2
21023 0 1 4
21024 1 5 0
21025 1 5 0
21026 1 5 0
21027 0 0 5
21028 0 1 4
21029 0 2 3
21030 1 5 0
21031 1 5 0
21032 1 5 0
21033 1 5 0
21034 1 5 0
21035 1 5 0
21036 1 5 0
21037 1 6 0
21038 1 5 0
21039 0 0 5
21040 1 5 0
21041 0 0 5
21042 0 0 5
21043 0 2 3
21044 0 0 5
21045 1 5 0
21046 1 5 0
21047 1 5 0
21048 1 5 2
21049 0 0 5
21050 0 2 3
21051 0 1 4
21052 1 5 0
21053 1 4 1
21054 1 5 0
21055 1 5 0
21056 0 0 6
21057 1 3 2
21058 1 5 0
21059 0 0 5
21060 1 5 0
21061 1 5 0
21062 1 5 0
21063 1 5 0
21064 1 5 0
21065 1 5 0
21066 1 5 0
21067 0 0 5
21068 0 0 5
21069 0 1 4
21070 0 0 5
21071 1 5 0
21072 1 5 0
21073 1 5 0
21074 0 2 3
21075 0 1 4
21076 1 3 2
21077 0 1 5
21078 1 5 0
21079 1 5 0
21080 0 0 4
21081 1 5 0
21082 1 3 2
21083 0 0 5
21084 0.5 3 3
21085 0 1 4
21086 1 5 0
21087 1 5 0
21088 0 0 5
21089 1 5 0
21090 0 2 3
21091 0 1 4
21092 1 5 0
21093 1 5 0
21094 1 5 0
21095 1 5 0
21096 1 5 0
21097 0 0 5
21098 0 1 4
21099 0 0 5
21100 0 0 5
21101 0 1 4
21102 1 5 0
21103 1 6 0
21104 0 0 5
21105 1 5 0
21106 1 5 0
21107 1 5 0
21108 1 3 2
21109 1 5 0
21110 1 5 0
21111 1 5 0
21112 0 0 5
21113 1 5 0
21114 0 0 6
21115 1 5 0
21116 0 2 3
21117 1 5 0
21118 1 5 0
21119 1 5 0
21120 1 4 1
21121 0 0 5
21122 1 5 0
21123 1 5 0
21124 0 0 5
21125 1 5 0
21126 0 0 5
21127 1 5 0
21128 1 4 1
21129 1 5 0
21130 0 1 5
21131 0 1 4
21132 1 5 0
21133 1 5 0
21134 1 5 0
21135 1 5 0
21136 1 5 0
21137 1 5 0
21138 1 3 2
21139 0 0 5
21140 1 5 0
21141 1 5 0
21142 1 3 2
21143 0 0 5
21144 0 0 5
21145 1 5 0
21146 1 5 0
21147 1 5 0
21148 1 5 0
21149 1 3 2
21150 0 1 4
21151 1 5 0
21152 1 3 2
21153 1 5 0
21154 1 5 0
21155 1 5 0
21156 1 5 0
21157 0 1 4
21158 0 0 5
21159 0 1 4
21160 1 5 0
21161 0 0 5
21162 1 5 0
21163 0 0 5
21164 1 5 0
21165 0 0 5
21166 1 5 0
21167 1 5 0
21168 0 2 3
21169 0 1 4
21170 0 0 5
21171 0 0 5
21172 1 5 0
21173 1 5 0
21174 1 5 0
21175 1 5 0
21176 0 0 6
21177 0 2 3
21178 0 0 5
21179 0 2 3
21180 1 5 0
21181 1 5 0
21182 1 5 0
21183 1 5 0
21184 0 2 4
21185 1 5 0
21186 1 5 0
21187 1 5 0
21188 0 0 5
21189 0 0 5
21190 0 1 4
21191 1 5 0
21192 1 5 0
21193 1 5 0
21194 1 5 0
21195 0 2 3
21196 1 5 0
21197 0 0 5
21198 1 5 0
21199 1 5 0
21200 1 5 0
21201 0 0 5
21202 0 3 4
21203 0 2 3
21204 1 4 1
21205 1 5 0
21206 1 5 0
21207 1 6 0
21208 0 0 5
21209 1 5 0
21210 1 5 0
21211 1 5 0
21212 0 0 5
21213 0 2 3
21214 0 0 5
21215 0 0 5
21216 1 5 0
21217 1 5 0
21218 0 1 4
21219 1 5 0
21220 0 0 5
21221 1 5 0
21222 0 1 4
21223 0 2 3
21224 0 0 5
21225 1 5 0
21226 0 0 5
21227 0 0 5
21228 0 0 5
21229 0 0 5
21230 1 6 0
21231 1 3 2
21232 1 6 0
21233 1 5 0
21234 1 5 0
21235 1 5 0
21236 0 0 5
21237 1 6 0
21238 1 5 0
21239 0 0 5
21240 1 5 0
21241 0 2 3
21242 0 1 4
21243 0 0 5
21244 0 0 5
21245 1 5 0
21246 1 5 0
21247 1 5 0
21248 1 5 0
21249 0 0 5
21250 0 2 3
21251 0 0 5
21252 1 5 0
21253 1 5 0
21254 0 1 4
21255 1 5 0
21256 0 0 4
21257 1 5 0
21258 1 5 0
21259 1 5 0
21260 0 1 4
21261 1 5 0
21262 0 0 5
21263 1 6 0
21264 1 5 0
21265 1 5 0
21266 1 5 0
21267 0 1 4
21268 1 4 1
21269 1 5 0
21270 1 5 0
21271 0 1 4
21272 1 3 2
21273 1 5 0
21274 1 4 1
21275 1 5 0
21276 1 5 0
21277 1 5 0
21278 1 5 0
21279 1 5 0
21280 0 0 5
21281 0 1 4
21282 1 5 0
21283 0 0 5
21284 1 6 0
21285 1 3 2
21286 1 5 0
21287 1 5 0
21288 0 2 3
21289 1 5 0
21290 1 5 0
21291 1 5 0
21292 0 1 4
21293 0 0 5
21294 1 5 0
21295 1 5 0
21296 1 5 0
21297 0 0 5
21298 0 1 4
21299 0 0 6
21300 1 4 1
21301 1 3 2
21302 1 5 0
21303 1 5 0
21304 1 5 0
21305 1 5 0
21306 1 3 2
21307 1 5 0
21308 1 5 0
21309 1 5 0
21310 1 5 0
21311 1 5 0
21312 0 2 3
21313 1 5 0
21314 1 5 0
21315 1 5 0
21316 0 1 4
21317 1 5 0
21318 0 0 5
21319 0 1 4
21320 1 5 0
21321 0 0 5
21322 0 0 5
21323 1 6 0
21324 0 0 5
21325 0 2 3
21326 1 3 2
21327 1 3 2
21328 0 0 5
21329 0 0 5
21330 0 2 3
21331 0 0 6
21332 1 3 2
21333 1 3 2
21334 1 5 0
21335 1 3 2
21336 0 0 6
21337 1 5 0
21338 1 5 0
21339 0 1 4
21340 0 0 5
21341 0 0 5
21342 0 2 3
21343 1 5 0
21344 1 5 0
21345 1 5 0
21346 0 2 3
21347 0 0 5
21348 1 5 0
21349 1 5 0
21350 1 5 0
21351 1 4 1
21352 1 5 0
21353 1 6 0
21354 0 1 4
21355 1 5 0
21356 0 1 4
21357 0 0 5
21358 0 0 5
21359 1 5 0
21360 1 3 2
21361 1 5 0
21362 1 5 0
21363 1 5 0
21364 0 1 4
21365 0 1 4
21366 0 1 4
21367 0 2 3
21368 1 5 0
21369 1 6 0
21370 1 5 0
21371 0 2 3
21372 0 0 5
21373 1 5 0
21374 0 0 5
21375 1 5 0
21376 1 5 0
21377 0 1 4
21378 1 5 0
21379 1 5 0
21380 1 5 0
21381 0 1 4
21382 1 5 0
21383 1 5 0
21384 0 2 3
21385 1 6 0
21386 1 5 0
21387 1 6 0
21388 1 5 0
21389 0 0 5
21390 1 3 2
21391 0 2 3
21392 0 0 5
21393 1 4 1
21394 1 5 0
21395 0 1 5
21396 1 3 2
21397 1 5 0
21398 1 5 0
21399 1 5 0
21400 1 5 0
21401 0 1 4
21402 0 0 5
21403 1 3 2
21404 0 2 3
21405 1 6 0
21406 0 0 6
21407 0 0 5
21408 0 0 5
21409 0 0 5
21410 1 5 0
21411 1 5 0
21412 0 0 5
21413 1 3 2
21414 1 5 0
21415 0 0 5
21416 1 3 2
21417 0 1 4
21418 0 1 4
21419 1 5 0
21420 1 5 0
21421 0 0 5
21422 1 5 0
21423 1 6 0
21424 1 5 0
21425 1 5 0
21426 0 2 3
21427 0 0 5
21428 1 5 0
21429 1 5 0
21430 0.5 3 3
21431 1 5 0
21432 0 0 5
21433 1 5 0
21434 0 1 4
21435 1 5 0
21436 1 3 2
21437 1 5 0
21438 0 0 6
21439 1 5 0
21440 0 2 3
21441 0 1 4
21442 1 4 1
21443 1 5 0
21444 0 0 5
21445 1 5 0
21446 0 2 3
21447 1 5 0
21448 1 5 0
21449 1 4 1
21450 1 4 2
21451 1 5 0
21452 1 5 0
21453 1 5 0
21454 1 5 0
21455 1 5 0
21456 1 5 0
21457 0 0 6
21458 0 0 5
21459 1 5 0
21460 1 5 0
21461 1 5 0
21462 1 5 0
21463 0 2 3
21464 1 5 0
21465 0 0 5
21466 1 5 0
21467 0 1 4
21468 0 1 4
21469 1 4 1
21470 1 5 0
21471 1 5 0
21472 1 5 0
21473 1 5 0
21474 1 5 0
21475 1 5 0
21476 1 5 0
21477 1 5 0
21478 0 0 5
21479 1 5 0
21480 1 5 0
21481 1 5 0
21482 1 5 0
21483 1 5 0
21484 1 3 2
21485 1 5 0
21486 1 5 0
21487 1 5 0
21488 1 5 0
21489 1 5 0
21490 0 0 5
21491 0 0 5
21492 0 1 4
21493 0 0 5
21494 1 3 2
21495 1 5 0
21496 1 5 0
21497 1 5 0
21498 1 5 0
21499 1 5 0
21500 0 2 3
21501 0 1 4
21502 0 0 5
21503 1 5 0
21504 0 1 4
21505 0 2 3
21506 1 3 2
21507 1 5 0
21508 1 5 0
21509 1 5 0
21510 0 1 4
21511 1 3 2
21512 1 5 0
21513 0 0 5
21514 1 5 0
21515 0 0 5
21516 0 2 3
21517 1 5 0
21518 1 4 1
21519 1 5 0
21520 1 5 0
21521 1 5 0
21522 1 5 0
21523 0 0 5
21524 1 5 0
21525 1 3 2
21526 1 5 0
21527 1 5 0
21528 0 0 5
21529 1 5 0
21530 1 5 0
